PROVRES;TIPPARTO;SEXO;IMEDAD;ITIEMGEST;IMINSTRUC;IPESONAC;CUENTA
54;2;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
98;1;1;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
02;1;2;4.25 a 29;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
18;1;1;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;26
06;2;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
50;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
90;1;2;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
02;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
38;1;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;11
99;9;2;7.40 a 44;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
14;1;2;4.25 a 29;6.37 a 41;4.Sin especificar;2.2500 gramos y más;4
18;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;9
18;1;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
42;1;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;11
66;1;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
30;1;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
06;1;2;9.Sin especificar;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
26;2;2;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
50;1;1;4.25 a 29;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
22;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
70;1;1;1.Menor de 15;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
34;1;2;5.30 a 34;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;18
06;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;219
06;1;1;2.15 a 19;2.22 a 23;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
30;1;2;4.25 a 29;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
18;2;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
06;9;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
06;1;1;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;30
99;1;2;5.30 a 34;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
66;1;1;2.15 a 19;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
66;1;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
22;1;1;9.Sin especificar;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;9
66;1;9;5.30 a 34;1.Menos de 22;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
58;1;1;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;7
66;1;2;5.30 a 34;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;1
74;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
70;1;1;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;11
78;1;1;6.35 a 39;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
38;2;1;6.35 a 39;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
06;1;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;33
54;1;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;3.Sin especificar;1
14;1;1;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;432
06;1;2;8.De 45 y más;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;4
50;2;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
62;1;1;1.Menor de 15;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
22;1;1;3.20 a 24;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
38;1;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;6
42;1;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
14;1;2;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;10
74;1;1;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;14
06;1;1;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1870
50;1;1;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
78;2;2;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
82;2;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
18;2;2;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;2
02;1;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;6
62;1;1;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
06;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;54
99;1;2;3.20 a 24;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;1
14;2;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
94;2;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
62;1;2;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;38
54;1;1;3.20 a 24;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
82;1;1;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;11
22;1;1;5.30 a 34;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;3.Sin especificar;1
34;1;1;2.15 a 19;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
30;2;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
70;1;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;8
82;2;2;6.35 a 39;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
50;1;2;4.25 a 29;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
34;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
02;2;2;4.25 a 29;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;3
94;1;1;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
66;1;1;2.15 a 19;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
54;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;6
82;2;2;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;8
50;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
10;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;319
90;1;1;2.15 a 19;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
34;1;1;1.Menor de 15;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;13
34;1;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;275
58;1;1;6.35 a 39;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
14;2;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
06;1;2;7.40 a 44;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
46;1;1;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;8
90;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;12
14;2;1;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
38;1;2;7.40 a 44;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
78;1;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;6
70;1;1;1.Menor de 15;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
06;1;1;5.30 a 34;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;8
86;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;12
18;1;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;7
30;2;1;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
90;2;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;8
30;1;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;594
62;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;372
18;2;1;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
06;1;1;9.Sin especificar;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
06;1;2;9.Sin especificar;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
26;2;1;4.25 a 29;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
66;1;1;4.25 a 29;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
06;2;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;6
34;1;2;7.40 a 44;6.37 a 41;4.Sin especificar;2.2500 gramos y más;43
34;1;2;4.25 a 29;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
82;1;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;20
02;2;1;4.25 a 29;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
70;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;5
14;1;2;3.20 a 24;2.22 a 23;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
06;2;1;3.20 a 24;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;1
54;1;1;7.40 a 44;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
78;1;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
06;1;2;6.35 a 39;8.Sin especificar;3.Secundario/Polimodal Completa y más;3.Sin especificar;4
70;2;2;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
02;1;1;2.15 a 19;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
22;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
58;2;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
38;1;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
18;1;1;6.35 a 39;6.37 a 41;4.Sin especificar;2.2500 gramos y más;95
22;1;2;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
06;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;91
02;1;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;17
02;1;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;10
18;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;204
30;2;2;8.De 45 y más;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
99;9;2;8.De 45 y más;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
34;2;1;5.30 a 34;3.24 a 27;4.Sin especificar;1.Menos de 2500 gramos;2
26;1;1;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
90;1;1;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
06;1;1;8.De 45 y más;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
30;1;1;4.25 a 29;2.22 a 23;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
78;1;2;4.25 a 29;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
14;1;2;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
66;1;2;4.25 a 29;8.Sin especificar;2.Secundaria/Polimodal Incompleta;3.Sin especificar;1
90;1;2;1.Menor de 15;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
74;1;2;4.25 a 29;8.Sin especificar;4.Sin especificar;3.Sin especificar;2
38;2;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;5
86;1;2;6.35 a 39;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
90;1;2;5.30 a 34;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
66;1;1;8.De 45 y más;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
90;1;2;2.15 a 19;7.42 y más;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
14;1;1;1.Menor de 15;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;20
62;1;1;2.15 a 19;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;2
14;1;2;8.De 45 y más;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;6
06;1;2;6.35 a 39;1.Menos de 22;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
50;2;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
30;1;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;241
58;2;1;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
86;2;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
54;1;2;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
74;2;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
34;2;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;3
38;1;2;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
10;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
70;1;1;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;22
26;1;2;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
34;1;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;304
02;1;1;7.40 a 44;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
74;1;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
02;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;12
62;2;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
86;1;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;11
06;2;1;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;13
30;1;2;2.15 a 19;6.37 a 41;4.Sin especificar;2.2500 gramos y más;3
78;1;1;3.20 a 24;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
30;2;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
90;1;1;3.20 a 24;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;28
66;1;2;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;20
46;1;1;2.15 a 19;6.37 a 41;4.Sin especificar;2.2500 gramos y más;2
02;1;1;2.15 a 19;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
50;1;1;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
22;1;2;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;9
06;1;2;7.40 a 44;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
90;2;2;6.35 a 39;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;314
90;1;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;197
90;1;2;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;11
78;1;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
86;2;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;4
90;1;2;6.35 a 39;1.Menos de 22;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
74;1;2;7.40 a 44;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
14;1;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;42
90;2;1;7.40 a 44;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
98;1;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
10;1;1;2.15 a 19;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
42;1;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
22;2;1;4.25 a 29;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
38;2;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
34;2;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
66;1;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
06;1;1;4.25 a 29;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;7
66;1;1;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
62;1;1;4.25 a 29;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
10;1;1;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;47
02;2;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
90;1;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;3
18;1;1;6.35 a 39;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
90;1;2;7.40 a 44;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
54;1;2;5.30 a 34;6.37 a 41;4.Sin especificar;3.Sin especificar;1
46;1;1;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;50
34;2;1;4.25 a 29;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
62;1;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;553
66;2;1;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
54;1;1;7.40 a 44;4.28 a 31;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
70;1;1;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;78
74;1;2;7.40 a 44;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
14;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;8
22;1;1;1.Menor de 15;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;20
86;1;2;8.De 45 y más;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
06;1;2;6.35 a 39;6.37 a 41;4.Sin especificar;3.Sin especificar;2
99;1;1;7.40 a 44;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
66;1;1;2.15 a 19;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
18;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;7
58;2;2;1.Menor de 15;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
54;2;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
22;1;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;14
50;1;1;7.40 a 44;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
18;1;1;4.25 a 29;1.Menos de 22;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
86;1;2;6.35 a 39;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
54;1;1;2.15 a 19;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
58;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
78;1;2;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
54;1;2;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;35
46;2;1;4.25 a 29;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
58;2;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
58;2;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
06;2;2;8.De 45 y más;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
86;2;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
18;2;1;4.25 a 29;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
66;1;1;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
46;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;7
42;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
02;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;69
38;1;1;4.25 a 29;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
06;2;1;3.20 a 24;5.32 a 36;4.Sin especificar;2.2500 gramos y más;2
58;1;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
86;1;1;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;86
42;1;2;5.30 a 34;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
74;2;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
42;1;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
58;2;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
22;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;73
62;1;1;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
82;2;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
86;1;1;8.De 45 y más;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
90;2;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;12
10;1;2;6.35 a 39;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
50;1;2;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;20
14;1;2;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;7
90;1;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
86;1;1;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;260
66;2;2;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
82;1;2;3.20 a 24;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
50;1;1;2.15 a 19;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;9;1;6.35 a 39;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;2
62;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
18;2;1;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
86;1;1;5.30 a 34;4.28 a 31;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
